label,content
0,테이블을 예약해 두었습니다. 이름은 홍상민입니다
0,--에 대해 어떻게 생각합니까
0,이건 제가 좋아하는 요리랍니다
0,만약 깎아 주신다면 그것 모두를 사겠습니다
0,영수증이 여기에 있습니다
0,--에 관한 상담을 시작합니다
0,초안의 첫째 항에  먼저의 A 조항 대신에 B 조항을 넣고 싶습니다
0,수원행 열차를 타시고 두번째 역인  구로에서 열차를 바꿔 타십시오
0,이것들은 아주 좋은 것입니다
0,제발어서
0,어디에서 차를 빌릴 수 있을까요
0,작년부터 원화가 하락하고 있습니다
0,한국식당을 생각하십니까  아니면 중국 식당을 생각하십니까
0,--하는 게 낫다
0,저는 당신이 현재의 상황에 대처하기 위해 무엇을 하려고 하는지 알고 싶습니다
0,이 자동 판매기 사용법을 가르쳐 주시겠습니까
0,창문쪽 통로쪽좌석으로 주십시오
0,우리는 죽마고우입니다
0,당신이 말하는 것에 반대합니다
0,당신이 저희를 방문하신 목적을 잘 알겠습니다
0,--한 것은 우리의 실수입니다
0,좋은 레스토랑을 알려 주시겠습니까
0,이 음식을 봉지에 넣어 주시겠습니까
0,여기 있습니다
0,한국으로부터 수신인 지불 통화 요청이 들어와 있는데요
0,이 길이 월스트리트로 가는 게 맞지요
0,염려하지 마세요
0,세일즈맨의 급여 체계는 어떻게 되어 있습니까
0,그는 삼진 아웃되었습니다
0,확실합니까
0,기차비행기시간에 맞춰 도착할 수 있을까요
0,목요일이나 금요일로 약속할 수 있습니다
0,3할 3푼 정도입니다
0,유감스럽게도  새 사업에 대한 귀사의 제안을 거절해야겠습니다
0,무엇을 찾고 있습니까
0,푸른색의 것을 찾고 있습니다
0,언젠가 당신의 연주를 들려주세요
0,채널 6에서 야구 중계를 하고 있습니다
0,만약 누군가가 나에게 한잔하자고 청해 오면 거절하기가 힘듭니다
0,철자를 불러 주시겠습니까
0,무엇을 드시겠습니까
0,외국부로 전화를 연결해 주시겠습니까
0,당신을 기다리고 있었습니다
0,계산서가 7달러 50센트였으므로 나는 팁으로 75센트를 놔두었다
0,다음 기회에 하도록 하지요
0,두통이 납니다
0,좀더 시간이 필합니다
0,체류를 연장하고 싶습니다
0,그건 잘 몰랐습니다
0,그거예요
0,이번 회의에서는 그것에 대해 당장 동의할 수 없습니다
0,몸 상태가 좋지 않습니다
0,의견을 들어볼 수 있을까요
0,캐피털 호텔의 전화 번호를 알고 싶습니다
0,--시간분 걸립니다
0,특히  해외 판매는 5p 정도 증가했습니다
0,--에서 ...까지 얼마나 걸립니까
0,그의 영화는 4개 부분의 아카데미상을 수상했습니다
0,이곳의 봄가을을 좋아하세요
0,합석해도 될까요
0,우리들의 반복된 선적 재촉 요청에도 불구하고 선적 화물은 1개월이나 늦게 도착되었습니다
0,콜렉트 콜을 부탁하고 싶은데요
0,미안하지만  귀사의 기대를 충족시킬 수가 없습니다
0,죄송하지만 작별을 해야 하겠습니다
0,시간이 없는데요바빠요
0,저야말로 감사합니다
0,당신의 운전 면허증은 석 달 전에 기한이 끝났습니다
0,오늘밤  방을 부탁하고 싶습니다. 박이라고 합니다
0,--에 번호 통화로 국제 전화를 걸고 싶습니다
0,네  여기에 있습니다
0,맑을 거라고 생각하세요
0,--할 시간이 약간 더 필요합니다
0,그는 지금 다른 전화를 받고 있습니다. 기다리시겠습니까
0,득점은 어떻게 되어 있습니까
0,그 수집품을 좀 보여 주세요
0,내일 나와 함께 점심을 먹는 것이 어떠세요
0,온도에 비해 습도가 낮기 때문에 캘리포니아가 더 좋게 느껴지는 것 같아요
0,철자가 어떻게 됩니까
0,다시 전화하겠습니다
0,커피를 들겠습니다
0,여기에 줄무늬 제품이 몇 가지 있습니다
0,내일다음 주 당신의 스케줄은 어떻게 됩니까
0,좋아요
0,* 상사  직원을 소개하다
0,아이들도 모두 잘 있나요
0,한국인들은 노래방에서 노래하는 것을 좋아합니다
0,정말 좋은 집에 살고 계시군요
0,누구십니까
0,만나서 반갑습니다
0,글쎄요  그것은 어려운 문제입니다
0,바이올린을 켭니다
0,알았어요  20분 후에 다시 전화하겠습니다. 고마와요
0,사실은  노래방은 사람들이 반주에 맞춰 노래부르는 것처럼 느낄 수 있는 효과를 연출하는 음악 장치를 갖추고 있습니다
0,--의 기한은 ...입니다
0,빨리 해결하길 바래요
0,좀 더 계시다가 가실 수 없으신가요
0,주유소가 근처에 있는지 말해 주시겠습니까
0,기다리게 해서 죄송합니다
0,그는 저보다 3년 선배입니다
0,--인지 궁금하다
0,어떤 직업을 갖고 계십니까
0,2달러를 25센트 동전으로 4개  10센트 동전으로 10개 나누어 주십시오
0,오늘 온도가 어떻게 됩니까
0,몇 시에 개점합니까
0,은행 우체국 에 좀 다녀와 줄 수 있겠어요
0,그것은 너무 비쌉니다
0,열쇠를 방에 두고 나왔습니다
0,이것이 제 주소입니다  거기로 그것을 보내 주십시오
0,--을 보고 싶습니까
0,나중에 전화하겠습니다
0,혼란을 초래하다
0,저는 조금 슬픕니다
0,좋은 하루가 되십시요
0,아직 7시밖에 안 되었어요
0,저희는 20년이 넘게 사업을 해 왔습니다
0,만사형통하신가요
0,호텔까지 배달해 줍니까
0,그것은 저희들의 실수였습니다
0,저는 많은 경험이 있습니다
0,--을 한쪽으로 미뤄 놓고서
0,각자 지불로 합시다
0,대전에서 특급 열차에서 보통 열차로 갈아타십시오
0,일주일에 한두 번 조깅을 합니다
0,무얼 권해 주시겠습니까
0,한국의 기후에 대해 어떻게 생각하세요
0,저에게 다른 의견이 있습니다
0,정말 오랜만이지요
0,그럴 기분이 아닙니다
0,죄송하지만 작별을 해야 하겠습니다
0,그곳은 호텔에서 가깝나요
0,문제없습니다
0,그날은 별일이 없습니다
0,6월 10일까지 끝낼 수 있습니까
0,당신의 방문과 상담이 결실을 보게 되어서 감사합니다
0,어디에서 기차를 갈아타야 하는지 가르쳐 주시겠습니까
0,만나서 기쁩니다
0,승객
0,수출부를 방문하고 싶습니다
0,기한 내에 물품을 출하시킬 수 없었던 실제 상황과 이유를 말씀해 주시겠습니까
0,또 다른 기회에
0,그 영화관에서는 무엇을 상영하고 있습니까
0,마지막 열차 버스는 몇 시에 떠납니까
0,여행자
0,물론이죠  네
0,3시 이후 2시간 정도 시간이 있습니다
0,기본적으로 합의에 도달했습니다마는  아직도 해결해야 할 몇 가지 현안이 있습니다
0,이것으로 15 치수가 있습니까
0,그는 왼손잡이이며 속공을 날립니다
0,이 비용은 약 200만 달러 정도가 되리라고 예상됩니다
0,탑승하는 문은 어느것입니까
0,몇 시가 좋겠습니까
0,어떻게 지내셨어요
0,그 책을 읽는 데 두 시간 걸렸다
0,베이커 씨  처음 뵙겠습니다
0,만약 귀사에서 구매하려는 물량이 6 000개 이상이 된다면  디자인 변경에 따른 지출 비용을 보충할 수 있습니다
0,미스터 김은 컴퓨터 전문가입니다
0,몇 시쯤 그가 시간이 있겠습니까
0,배탈이 났습니다
0,가야 할까 봅니다
0,총 7백만 달러를 연리 3p로 7년 분할하여 상환하기를 원하시는 겁니까
0,무엇으로 만들어졌습니까
0,죄송합니다만  말씀을 잘 알아듣지 못했습니다
0,좋은 주말 보내세요
0,이 거리의 이름이 무엇입니까
0,무엇을 마시고 싶으세요
0,컴퓨터 업계는 어떻습니까
0,사실이에요.맞아요
0,나중에 그에게 다시 전화해 주시겠어요
0,무엇을 권하겠습니까
0,언제가 편리하십니까
0,무엇이든 시키는 대로하겠습니다
0,짐을 옮기도록 보이를 보내주시겠어요? 출발할 준비가 되어 있습니다
0,구입은 원화를 기준으로 하므로  이전보다 더 많은 비용이 지출돼야 합니다
0,멋져요
0,이 공장은 3교대제로 24시간 가동됩니다
0,사정이 생겨서 내일 당신을 찾아 뵐 수가 없습니다
0,당신을 괴롭혀 드려 미안합니다
0,제 시계는 하루 5분씩 늦습니다
0,본 의제로 들어가겠습니다
0,끊지 말고 그대로 계십시오
0,제가 할 수 있는 일이라면 하겠습니다
0,100달러를 우편환으로 보내고 싶습니다
0,통틀어 --달러가원이 들 것입니다
0,그때 봅시다
0,무역 회사에서 근무합니다
0,그그녀는 오늘 비번입니다쉽니다
0,미안하지만  그는 외출하신 것 같습니다
0,그 말을 들으니 기쁩니다
0,좋습니다  고마워요
0,좀 더 재미있는 화제로 바꾸죠
0,편안히 쉬십시오
0,체온을 재어 보면 어떨까요
0,저는 괜찮아요
0,죄송합니다  말씀을 이해할 수 없는데요
0,한 가지 조건부로 그의 의견에 동의합니다
0,운이 나빴어요
0,여기에 오시는 데 고생하지 않으셨습니까
0,얼마입니까
0,네  알겠습니다
0,소금 좀 건네 주시겠어요
0,한잔합시다
0,제 이름은 박영식이고 전화 번호는 764-404
0,저희는 주로 가전 제품을 생산하고 있습니다
0,오늘은 이만 끝낼까요
0,언제까지 얼마나 늦게까지 됩니까
0,다시 한 번 말해 주시겠어요
0,네  그게 좋겠습니다
0,담당 부서로 연결해 드리겠습니다
0,모든 일에 감사드려요
0,포드 자동차 회사에 근무합니다
0,현금인가요  카드인가요
0,오늘은 그만 할까요
0,좀더 검토가 필요한 점이 있습니다
0,우리는 --할 계획입니다
0,최대한 20달러지요
0,판매기간은 2월 28일까지
0,기다리게 해서 죄송해요
0,그것으로 합시다
0,제가 한잔 사겠습니다
0,가격 문제는 재검토해야겠다고 생각합니다
0,플라자 호텔 로비가 편리하시겠습니까
0,이것은 내가 좋아하는 요리입니다
0,좋은 생각이에요
0,할 수 있는 거라면 해보겠습니다
0,괜찮으시다면  다음 주 화요일에 귀사를 방문하고 싶습니다
0,좋아요. 조금만 주십시오
0,달러에 대한 원의 환율은 얼마입니까
0,한 가지 부탁이 있는데요
0,좋습니다  감사합니다
0,이것은 무슨 요리입니까
0,무언가 잡수실 것을 드릴까요
0,주 pay on a ten month installment: 10개월 분할 지불하다 months' installment: 10개월 할부로 --을 사다
0,이 주소로 좀 데려다 주시겠습니까
0,그는 나를 정말 실망시켰어요
0,살짝 익혀 주십시오
0,동의할 수 없는 몇 가지 점이 있습니다
0,타고서 --분시간 거리입니다
0,--에 주목주의하십시오
0,아무렇게나 입으세요
0,모직 스웨터를 보여 주십시오
0,제 질문은 --입니다
0,--와 ...에 약속이 있습니다
0,approval: n. 승인  인가  면허
0,--을 제외하고
0,좋아요
0,환불 기한을 경과하면 일정한 이자를 지불하라는 요구를 받습니다
0,미스터 베이커  제 아내와 아들을 소개하고 싶습니다
0,그냥 살고 있습니다
0,여보세요! 저는 서울에 있는 K사의 미스터 리입니다
0,유감스럽게도
0,제가 당신을 방문할까요
0,무슨 걱정거리가 있나요
0,정장을 해야 합니까
0,그가 제 전화 번호를 압니다
0,담배를 피워도 되겠습니까
0,무엇을 드시겠습니까
0,워싱턴까지 요금이 얼마지요
0,지금 질문하신 사정에 대해 말씀드리자면  지리적으로 그 지역은 IC공장에 이상적인 입지 조건을 갖추고 있습니다
0,여기 제 명함이 있습니다. 주소가 적혀 있지요
0,전데요
0,죄송하지만 바겐 세일 기간엔 반품하지 않는 것을 원칙으로 합니다
0,미안하지만  T사에서 같은 제품을 구매하기로 이미 계약을 맺었기 때문에 귀사의 제안을 거절할 수 밖에 없습니다
0,조지 스미스로부터 늘 당신에 대해 듣고 있습니다
0,미스터 베이커  이 사람은 미스터 김민수라고 합니다
2,F720 펜 지킴이 기능 -
0,지금은 결정하지 못하겠습니다
0,미스터 화이트  미스터 박을 소개하고 싶군요
2,에어컨 가스는 얼마 만에 한 번씩 주입하나요. 가스 넣을 때가 된 것 같아요.
0,안녕
0,--을 알려 드리겠습니다
0,9시쯤에 이곳에 올 수 있나요
0,여기에 오시는 데 고생하지 않으셨습니까
0,정말 멋진 집입니다
0,전화를 걸어 주시겠습니까
0,전부해서 얼마입니까
2,메시지 스팸차단 설정  해제방법이 궁금합니다.
0,미안합니다. 전화를 잘못 걸었습니다
0,미스터 강이 나왔습니다. 말씀하세요
0,걱정마세요
0,오늘 날씨가 따뜻하군요
0,어떻게 보답할 수 있을까요
0,아닙니다. 그냥 구경하고 있어요
0,수하물은 이곳에서 검사합니까
0,어떻게 지내셨어요
0,어떻게 지내십니까
0,총 천만 달러의 비용이 들 것입니다
0,와인 한 잔 주십시오
0,같은 것으로 주세요
0,경리과에서 봉급 명세서를 받을 수 있습니다
0,우리는 심히 유감스럽습니다
0,요금은 각자 부담합시다
0,계산을 부탁합니다
0,탐험은 꼭 2년 3개월 계속되었습니다
0,하와이로 장거리 전화를 걸고 싶습니다
2,휴대폰의 데이터가 삭제되었나요.
0,이건 바로 제가 좋아하는 조리법이랍니다
0,그날은 바쁩니다
2,G6 새 휴대기기로 데이터를 옮기고 싶어요.
0,그 회사는 일주일에 44시간 일합니다
0,사업상 왔습니다
0,다른 약속이 있습니까
0,그날은 약속이 없습니다
0,지명 통화를 하고 싶은데요
0,전데요
0,말씀하시는 뜻을 모르겠어요
0,지금 화장실에 가도 될까요
0,죄송하지만 즉시 해드릴 수는 없겠는데요
0,커피를 더 드릴까요
0,파티는 언제 엽니까
0,근처에서 만납시다
0,커피에 설탕과 크림을 넣어 드릴까요
0,소금 좀 건네 주시겠어요
0,--을 알려드리고 싶습니다
0,--을 어디에서 찾을 수 있을까요
0,제 의견은 경비를 줄이기 위해 가능한 한 새 공장을 현지에 세우자는 것입니다
0,--을 인정합니다
2,패드 초기화는 어떻게 하나요.
0,어떤 재료를 찾고 계세요
0,--할 위치에 있지 않습니다
0,나중에 보자
0,미안하지만 다른 약속이 있습니다
0,득점은 5:3으로 자이언츠가 앞서고 있습니다
2,에어컨 내부청소는 어떻게 하나요.(열교환기가 상부에 있는 모델)
0,그의 연기는 최고입니다
0,잡지나 읽을 거리가 있습니까
0,3시간 후에 다시 전화하겠어요
0,안녕하세요  미스터 브라운. 오랜만입니다
0,오  매력적인 아내와 예쁜 딸을 두셨군요
0,지금 떠나야 할 것 같습니다
2,V35의 Sidelight 기능은 무엇인가요.
0,뭐 좀 마실래요
0,당신에게 실망했어요
0,감기에 걸렸습니다
0,이 거리의 지도를 가지고 계십니까
0,--하는 것이 필요합니까
0,우리에겐 --할 권한이 없습니다
0,버스와 택시 중 어느 것이 더 낫겠습니까
0,아니오  그렇게 생각지 않아요
0,다시 만나서 반갑습니다
0,좀더 싼 것이 있습니까
0,보통  하루에 몇 시간 근무하십니까
2,배수 호스가 빠졌어요. 찢어졌어요.
0,좋아요
0,--의 기준에 훨씬 못 미치다
2,전원이 켜지지 않아요.
0,미스터 화이트  미안하지만 다음주 목요일로 예정된 저와의 약속을 취소해야 되겠는데요
0,다음 회의를 준비할 수 있도록 5일간의 여유를 주십시요
2,변경된 잠금 해제 방식을 알려 주세요.
0,아니오  감사합니다
2,(칸/ 위너)필터 청소는 어떻게 하나요.
2,스탠드 에어컨 사용시 “득득득  뚝뚝” 소음이 나요.
0,저도 좋습니다
0,...에 --년의 경력이 있다
2,LG 캠 플러스 충전은 어떻게 하나요?
0,우리의 주요 관심사는 --입니다
0,좀더 나은 것을 보여 주십시오
0,굉장할 것 같아
0,날짜가 제게 맞질 않는데요
0,--할 가치가 있다
0,저의 예정이 꽉 차 있어요
0,1달러짜리 우표 3장과 15센트 우표 3장을 주십시오
0,그것이 내구성이 있는지 궁금합니다
0,감기에 걸려 고생하고 있습니다
0,조금 열이 납니다
2,G6 홈 터치 버튼을 숨기고 싶어요.
0,하청 업자들에게 도급을 주는 데는 두 가지 이유가 있습니다
2,냉방은 되는데 배수 호스에서 물이 나오지 않아요.
2,Wi-Fi 연결은 어떻게 하나요?
0,아니오  없습니다
0,비서실엔 2명의 미스 김이 있으니  이름을 말해 주시겠습니까
0,지금까지는 이야기가 서로 엇갈리기만 해 왔습니다
0,한 번 들러 주시지 않겠습니까
0,병원약국이 근처에 있습니까
3,상품을 직접 방문하여 수령할 수는 없나요?
1,질병으로 입원시 '진료비세부내역서'를 추가로 첨부하라고 하는데  진료비세부내역서가 무엇인가?
0,아  만나서 반갑다
0,정가는 얼마입니까
1,「나의 계약」을 통한 ARS 비밀번호 등록(변경)이 가능합니다
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
3,휴일에도 상품을 받을수 있나요?
3,롯데닷컴 배송흐름은 어떻게 되나요?
0,주자는 23루로 도루했습니다
0,한기가 듭니다
0,당신에 대해 말씀 많이 들었습니다
3,등록된 내 정보를 변경하고 싶어요.
0,켄트 두 상자를 사고 싶습니다
0,후식으로 무엇을 드시겠어요
0,--에게 통화할 수 있을까요
0,충무로 역에서 내리면  가장 가까운 출구로 나가십시오
0,도와주셔서 고맙습니다
1,자동이체 신청하면 모든상품에 대하여 보험료 할인해 줍니까?
2,스마트 게시판은 무엇인가요.
0,--에게 안부 전해 주세요
0,안녕하세요
0,당신의 요구 사항을 우리 경영진에게 꼭 전하겠습니다
1,공인인증서 암호를 입력했는데 계약이 존재하지 않는다고 나옵니다.
0,끊어주십시오
2,휴대폰이 꺼진 채로 충전하면 자동으로 전원이 켜져요.
0,그것은 그렇게 간단하지 않습니다
0,네  기꺼이 본사 제품에 대한 모든 가능한 정보들을 보내 드리겠습니다
0,열이 나는 것 같습니다
0,그 회사는 좋은 애프터 서비스와 보장으로 잘 알려져 있습니다
3,상품을 직접 방문하여 수령할 수는 없나요?
2,필터의 교체시기/구입방법이 궁금해요.
2,누가 OS 업그레이드  추가된 기능이 궁금해요.
0,공교롭게도 그는 지금 경황이 없습니다. 내일 오후라면 용건을 받을 수 있습니다
0,이곳이 기차를 타는 승강구입니다
0,욕실이 딸린 싱글 룸을 원합니다
2,실외기는 비를 맞아도 되나요.
1,보험료 납입을 잠시 중단하고 싶습니다.
4,예약확정서나 바우처는 어디서 받을 수 있나요?
4,[일본][규슈] JR 레일패스의 교환방법과 이용방법에 대해서 알려주세요.
4,[예약취소 및 환불요청] 예약한 항공권을 변경하거나 취소할 수 있나요?
4,임차계약서 확인방법
0,오늘은 무엇이 좋습니까
3,주문한 상품은 언제쯤 받을 수 있나요?
4,일정을 변경하고 싶은데 어떻게 해야하나요?
2,충전기 연결 시 '수분이 감지되어 충전 불가' 멘트가 떠요.
0,미스터 브라운 있습니까
2,V35  G7의 DTS:X 3D 입체음향 기능은 무엇인가요.
0,화요일이나 목요일 2시 이후로 약속할 수 있습니다
0,어떤 종류의 액세서리가 있습니까
0,훌륭한 식사였습니다
3,배송중인 상품의 위치는 어떻게 확인하나요?
2,에어컨의 토출구가 올라가지 않아요. 날개가 열리지 않아요.
4,신용카드 결제후 다른카드로 변경할수 있나요?
0,저는 직접 귀사에서 필요한 부품을 만드는 것이 더 경제적이라고 생각합니다
1,기존 공인인증서(암호입력 방식)로 로그인한 경우 지문인증으로 보험 거래를 할 수 있나요?
0,회의는 언제 열립니까
0,너무 헐렁합니다
2,갑자기 에어컨에서 불쾌한 냄새가 나요.
4,주말인데 당장 월요일 체크인으로 예약이 가능한가요?
4,투숙자가 외국인이면 요금이 달라지나요 ?
0,가격에 알맞습니다
