label,content
0,하여튼  그 일에 대해서는 즉각 어떠한 말씀도 들리 수 없습니다
0,--으로부터 교훈을 얻다
0,과연 그렇군요
0,넥타이를 좀 보고 싶습니다
0,그날은 약속이 없습니다
0,미안하지만  말씀하시는 뜻을 모르겠어요
0,--시간분 걸립니다
0,다음 기회를 주십시오
0,미국 달러에 대한 원의 환율은 얼마입니까
0,얼마를 내야 합니까
0,환경하에서
0,감청색으로 된 것을 좀 볼 수 있겠습니까
0,--을 알려 드리겠습니다
0,모든 것에 감사드립니다
0,당신 의견을 지지할 수 없습니다
0,오래 전부터 당신을 만나고 싶었습니다
0,전화를 써도 될까요
0,운이 나빴어요
0,동의합니다
0,한 가지 부탁이 있는데요
0,다시 한 번 말해 주시겠어요
0,당신은 한국중국음식을 먹어 본 적이 있습니까
0,한 번 들러 주시지 않겠습니까
0,내일 저녁 식사에 당신을 초대하고 싶습니다
0,좀 도와주시겠어요
0,--에 종사하다
0,여기에 서명해 주시겠습니까
0,저는 프랑스에 새 공장을 설립하자는 의견에 대해 1년 더 연기시켜야 한다고 제안합니다
0,역으로 가는 지름길을 알려 주시겠습니까
0,그것은 귀사의 문제라고 생각합니다
0,기차역으로 가는 방법을 가르쳐 주시겠습니까
0,5월 하순경에 프랑스를 방문할 예정입니다
0,안녕하세요
0,레코드를 많이 갖고 계세요
0,좋은 하루가 되십시요
0,모든 것이 좋습니까
0,일주일에 한두 번 술을 마시러 가지만  매일 밤은 아닙니다
0,우유 좀 마실 수 있습니까
0,돈을 회수하다
0,저의 질문은 우리가 투자한 자금을 회수하는 데 시간이 얼마나 걸릴까 하는 것입니다
0,귀사의 가격은 우리가 현재 지불하고 있는 가격의 거의 두 배입니다
0,무엇이든 편안한 옷으로 입으세요
0,그들은 노래방에서 노래를 부름으로써 피로를 풉니다
0,오늘은 무엇이 좋습니까
0,그것이 괜찮습니까
0,코트를 저에게 주세요
0,토의 내용을 --의 영역으로 제한하다
0,콜렉트 콜을 부탁하고 싶은데요
0,어떤 운동을 하십니까
0,조금 큰 것 같군요
0,물론이죠  월요일에 미스터 화이트와 했던 약속이 취소됐다고 미스터 강에게 전하겠습니다
0,우리는 오히려 --하는 것이 좋겠습니다
0,걱정하지 마세요
0,번호 통화로 한국의 울산으로 걸고 싶습니다
0,캐피털 호텔로 데려다 주십시오
0,예고 없이 변경되기로 돼 있다
0,그대로 기다려 주시겠어요
0,만약 회사에서 필요하다면 당신에게 2년 더 계약을 갱신할 기회가 주어집니다
0,지하철 역에서 5분거리에 있습니다
0,그곳에 가려면 기차를 몇 번이나 갈아타야 합니까
0,다음 화요일에 열릴 겁니다
0,--에 대한 당신의 의견을 알고 싶습니다
0,--에 관한 상담을 시작합니다
0,정말 가셔야 합니까
0,무언가 잡수실 것을 드릴까요
0,참 안됐네요
0,그는 지금 전화를 받을 수 없습니다
0,나는 꽃가루에는 알레르기가 생깁니다
0,회의는 내일 오전 9시에 있습니다
0,당신을 만나서 정말 기뻐요
0,기다리게 해서 죄송합니다
0,좋아요  기다리겠습니다
0,전할 말이 있으십니까
0,입어 봐도 괜찮습니까
0,어질어질합니다
0,안녕히. 즐거운 비행이 되시길 빕니다
0,좋은 생각이에요
0,최대한 20달러지요
0,미스터 화이트  미스터 박을 소개하고 싶군요
0,이것은 대  중  소의 사이즈로 생산됩니다
0,그 사고에 충격을 받았습니다
0,귀사로부터 랩탑 퍼스널 컴퓨터 300대를 추가 구입하는 현안에 대해 당신과 만나서 상담하고 싶습니다
0,몇 시에 회의합니까
0,정말인가요
0,--하고 싶습니다
0,경리과에서 봉급 명세서를 받을 수 있습니다
0,검은 색의 것이 더 좋습니다
0,문제는 --입니다
0,후식으로는 무엇이 있습니까
0,모두 안녕하신가요
0,둘째는  부품을 창고에 보관 할 필요가 없으므로 비용을 절약할 수 있습니다
0,목안이 아픕니다
0,승  객
0,아무래도 안되겠어요
0,--에 번호 통화로 국제 전화를 걸고 싶습니다
0,그건 당신의 문제입니다
0,합석해도 될까요
0,당신의 급료는 당신의 은행 구좌에 자동적으로 입금됩니다
0,가능하다면
0,0.05는 작은 수 같지만  아주 중요하다
0,원 아웃입니다
0,우표는 어디에서 살 수 있습니까
0,새 공장을 준공하는 데 거의 2년이 걸렸습니다
0,그거 엄청난데요
0,안녕
0,우체국으로 가는 길을 알려 주시겠습니까
0,우리는 ... 내내 --을 개점하고 있습니다
0,실례합니다  미스터 화이트. 잠깐만 시간을 내주시겠습니까
0,죄송합니다만  이 전화를 그에게 연결시킬 수가 없는데요. 732-4775로 다시 전화해 주시겠습니까
0,저는 우표 수집에 깊은 관심을 갖고 있습니다
0,오후 2시 반입니다
0,모른 체 하겠습니다
0,때때로 두세 시간 정도 잔업을 합니다
0,--할 권리가 없습니다
0,얼마 정도 시간을 내주실 거예요
0,어서 하십시오먼저 가십시오
0,오늘은 이만 끝낼까요
0,재고에 관해서는  매상의 4개월 분에 해당되는 재고를 확보해 주셨으면 합니다
0,몇 시에 체크아웃할 겁니까
0,당사가 최종 결정하기까지 1개월 정도 여유를 주십시오
0,저도 그렇지 않습니다
0,여보세요! 수잔이니
0,아메리칸 극장으로 가려면 어느 길로 가야 합니까
0,이 서류에 대하여 승인해 주시겠어요
0,지금은 몹시 바쁜데요. 나중에 할 수 있을까요
0,제가 여기에 온 지 --주달  년가 되었습니다
0,그렇기를 바래요
0,이 편지의 우편 요금은 얼마입니까
0,그러한 곳이 있습니까
0,여보세요! 저는 서울에 있는 K사의 미스터 리입니다
0,비행기 탑승 시간은 언제입니까
0,그리 나쁘지는 않습니다
0,그는 곧 돌아올 겁니다. 그에게 하실 말씀을 전해 드릴까요
0,회의 시간이 --에서 ...로 앞당겨졌습니다
0,미안하지만 영어를 잘 하지 못합니다. 통역자를 써도 괜찮겠습니까
0,빌에게 안부 전해 줘
0,--을 알려 드리겠습니다
0,알겠습니다. 성함과 주소와 전화 번호를 알려 주십시오
0,--에 대한 책임이 있다
0,병이 났습니다
0,그는 지금 광주 지점에 근무하고 있습니다
0,다시 한 번 말해 주시겠어요
0,그곳은 호텔에서 가깝나요
0,그러면 초안에 두 항을 더 추가시키는 것이 어떻습니까
0,다시 전화하겠습니다
0,여권을 보여 주십시오
0,농악에 대해 들어보셨습니까
0,귀가 길에 조심하세요
0,다음 회의를 준비할 수 있도록 5일간의 여유를 주십시요
0,감사합니다. 기꺼이 가겠습니다
0,이것은 몹시 불쾌해
0,이 코트가 제게 어울리는군요
0,시간이 없는데요바빠요
0,이 물건에는 두 가지가 있습니다. 어느 것이 좋으십니까
0,머리가 무겁습니다
0,예약을 해야 합니까
0,친절에 감사드립니다
0,총 천만 달러의 비용이 들 것입니다
0,가장 가까운 버스 정류장은 어디입니까
0,도로 지도가 있습니까
0,물론! 좋고 말고요
0,--두 가지세 가지 등등 이유가 있습니다
0,즐거운 여행이 되시길
0,집에서 그곳에 갈 수 있을까요
0,이 음식을 봉지에 넣어 주시겠습니까
0,잊어버리세요
0,회의는 연기되었습니다
0,불행하게도  저희는 다른 업자와 이미 계약을 맺었습니다
0,젓갈 식품은 어디에서 살 수 있습니까
0,전화를 써도 될까요
0,직장 동료와 사귀는 것은 우리에게 있어 아주 중요합니다
0,좋아요
0,그는 광주 지점으로 전근을 갔습니다
0,할 수 있다면 제가 하겠습니다
0,득점은 어떻게 되어 있습니까
0,뉴욕의 지역 번호는 무엇입니까
0,그는 나를 정말 실망시켰어요
0,주 Let's have a draft drawn up.: 사역 동사가 오는 5형식의 문장 목적어 자리에 사물이 오므로 목적 보어는 과거분사의 형태이다
0,담요를 주시겠습니까
0,말씀드리기에 대단히 죄송하지만 가격을 인하시켜 달라는 우리의 제안을 귀사가 거절했기 때문에 우리는 새 업자를 찾았습니다
0,제가 도와드릴 일은 없습니까
0,몇 시쯤 돌아올까요
0,그것은 금시초문인데요
0,마지막 열차 버스는 몇 시에 떠납니까
0,글쎄어디 보자
0,보통 월요일에서 금요일까지 영업합니다
0,안녕하세요
0,마지막 열차 버스를 탈 수 있을까요
0,마감 시간 전에 간신히 보고서를 제출했습니다
0,--에 질문이 있습니까
0,빨리 돌아와. 네가 보고 싶을거야
0,이 표는 5일간 유효합니다
0,만약 깎아 주신다면 그것 모두를 사겠습니다
0,굉장한 것 같다
0,--에게 직접 전화할 수 있을까요
0,일 주일 정도 더 걸릴 겁니다
0,죄송합니다. 그 물건은 취급하지 않습니다
0,--할 준비가 되어 있습니까
0,마스터 키가 있습니까
0,물론  무엇을 해 드릴까요
0,안됐습니다. 몸조리 잘하십시오
0,1달러짜리 우표 3장과 15센트 우표 3장을 주십시오
0,좀 더 똑똑히 말해 주시겠어요
0,여행자
0,--을 염려하다걱정하다
0,--하는 게 낫다
0,2달러를 25센트짜리 6개  10센트짜리 5개로 바꿔 주십시오
0,아주 재미있어요
0,책을 빌리는 방법을 가르쳐 주시겠어요
0,질문이 있으시면 손을 들어주십시오
0,더 이상 깎을 수 없습니까
0,병따개는 어디에서 살 수 있습니까
0,제 시계는 5분 정도 빠른 것 같아요
0,정말 그럴 기분이 나지 않습니다
0,안녕히 주무세요
0,스테이크는 어떻게 구워 드릴까요
0,직원
0,저는 하룻밤에 위스키 반병을 마실 수 있습니다
0,선적 최종 기일은 4월 30일입니다
0,역에서 걸어서 5분 걸립니다
0,포장과 출하 과정에 대한 전면적인 재검사를 실시할 것을 수송부에 지시했습니다
0,이 거리의 지도를 가지고 계십니까
0,제발어서
0,좀더 싼 것이 있습니까
0,네  저희 회사에서 그 물품을 1 000개 추가 주문하겠다는 취지의 답을 받았습니다
0,아스토리아 호텔 레스토랑에서 스테이크를 드셔 볼 것을 권합니다
0,시간이 얼마나 걸릴까요
0,미스터 베이커  우리 부장님이신 미스터 박을 소개하겠습니다
0,가격을 내리다
0,저는 당신이 현재의 상황에 대처하기 위해 무엇을 하려고 하는지 알고 싶습니다
0,요점을 말하십시오
0,일이 바쁠 때엔  종종 두세 시간 정도 잔업을 합니다
0,몇 시에 올까요
0,가야 할까 봅니다
0,어느 것이 더 튼튼합니까
0,이번 주 저의 스케줄을 점검해 보겠습니다
0,전화를 잘못 거셨습니다
0,합계는 --원달러입니다
0,저는 많은 경험이 있습니다
0,우리는 귀사가 가격을 25p 할인해 주신다는 조건으로 귀사의 요구를 받아들이겠습니다
0,운전사
0,멋질 거예요
0,유감스럽게도
0,그렇습니까
0,저는 그렇게 지연된 이유를 알고 싶습니다
0,가야 할까 봅니다
0,한국인은 대략 10명에 1명 꼴로 차를 소유하고 있습니다
0,공교롭게도 그는 지금 경황이 없습니다. 내일 오후라면 용건을 받을 수 있습니다
0,안녕하세요  미스터 브라운. 어떻게 지내십니까? 전 미스터 김입니다
0,네  알겠습니다
0,당신에 대해 말씀 많이 들었습니다
0,변호사에게 의뢰하는 것이 좋으십니까  아니면 양측 회사의 전문가가 맡는 것이 낫겠습니까
0,잘가세요. 금요일날 봅시다
0,어떻게 지내셨어요
0,만약 괜찮으시다면 귀사의 최근 2 3년간의 업무 기록과 입장에 대한 정보와 데이터를 볼 수 있을까요
0,철자를 불러 주시겠습니까
0,10시가 괜찮겠습니까
0,그냥 살고 있습니다
0,체크인할 때
0,정확한 의사 소통을 위해 통역을 부탁하고 싶습니다
0,오늘의 자이언츠와 타이거즈의 시합은 정말 일진일퇴의 접전입니다
0,미스터 화이트  그 부분에 대해 좀더 설명해 주시겠습니까
0,--라는 조건이라면  만약 --라면
0,그는 제 3년 선배입니다
0,비눈가 멈췄습니다
0,저는 반도체 공장을 해외로 이전하자는 당신의 의견에 문제점이 있다는 것을 지적하고 싶습니다
0,이곳에 머무는 동안 도울 수 있는대로 당신이 즐겁게 지내시도록 돕고 싶습니다
0,그것은 한국의 전통적인 소리입니다
0,확인해 주시겠습니까
0,하여튼  계약서에 귀사와 약정한 대로 출하하지 못한 것은 우리 회사의 잘못입니다
0,조합은 주 38시간 노동을 요구하고 있습니다
0,오늘은 그만 할까요
0,어떻게 이런 곳에 오게 되었나
0,언제까지 그것이 필요합니까
0,저의 임무는 --하는 것입니다
0,작별술로 딱 한잔 더 하러 가는 것이 어떻습니까
0,용무에 필요한 문구류는 어디에 있습니까
0,배달료가 따로 있습니까
0,몇 시쯤 그가 시간이 있겠습니까
0,기다려 주어서 감사합니다
0,의견을 들어볼 수 있을까요
0,잠깐 얘기해도 될까요
0,죄송하지만 작별을 해야 하겠습니다
0,총 7백만 달러를 연리 3p로 7년 분할하여 상환하기를 원하시는 겁니까
0,화이트 씨 아닌가요
0,설비를 보수하기 위해 매년 5만 달러를 지불해야 합니다
0,맞습니까
0,미안하지만  그는 외출하신 것 같습니다
0,감기에 걸렸습니다
0,15분 후에지나서
0,큰일이군! 저런
0,실망낙담하지 마세요
0,도와주시겠어요
0,그건 잘 몰랐습니다
0,저는 S자동차 회사에서 일합니다
0,이제껏 한 말 알겠습니까
0,아  만나서 반갑다
0,저의 부주의였습니다
0,기차비행기시간에 맞춰 도착할 수 있을까요
0,좀더 작은 것을 원합니다
0,그 이유를 알고 싶습니다
0,캐피털 호텔로 데려다 주시겠습니까
0,현 상황에서는 그것이 가장 권장할 만하다고 생각합니다
0,어떻게 지내세요
0,다시 한 번 말해 주세요
0,오전 9시입니다
0,남은 문제는 다음 번 회의에서 토론하도록 합시다
0,블랙으로 주십시오
0,지금부터 회의를 시작하려 합니다
0,이것이 제가 원하던 것입니다
0,그것은 철자가 어떻게 됩니까
0,지명 통화를 하고 싶은데요
0,백포도주 두 잔 주십시오
0,검은 색 넥타이를 착용하고 오세요
0,미스터 베이커  전 6월 20일 뉴욕에 도착해서 당신과 퍼스널 컴퓨터에 관해 얘기하려고 스케줄을 잡았습니다
0,후에 다시 전화하겠습니다
0,--해 기쁩니다
0,여기는 732-4775입니다. 몇 번에 전화하셨습니까
0,2시에는 미스터 베이커를 만나야 하므로 그 때엔 당신을 만날 수 없습니다
0,훌륭한 옛 한국의 전통을 맛볼 수 있는 몇 곳을 방문하고 싶군요
0,미안하지만  귀사의 기대를 충족시킬 수가 없습니다
0,미안합니다. 전화를 잘못 걸었습니다
0,당신의 직업에 만족하세요
0,--하는 것은 어렵다
0,그 계약은 3년간 유효합니다
0,협상하다  타협하다
0,여행자
0,다섯 시에 그 사람과 만나기로 약속이 되어 있습니다
0,모두 맛있어 보입니다. 무엇을 청하시겠습니까
0,다른 약속이 있습니까
0,굉장할 것 같아
0,당신의 시계는 정확합니까
0,좀 싸게 할 수 있습니까
0,내가 아는 한
0,문방구 매장을 찾고 있습니다
0,몇 시에 개점합니까
0,여기에서 비디오에 대한 기계  전기  전자 장치 등 모든 주요 부품들이 조립되고 있습니다
0,다음 주 언제쯤 뵐 수 있을까요
0,그것은 당신에게 달렸습니다
0,좋은 소식이군요. 당신을 만나기를 고대하고 있겠습니다
0,아니오  그렇게 생각지 않아요
0,안녕히. 월요일에 봅시다
0,전 K 사의 기술부에서 근무하고 있습니다
0,저희 회사는 1961년에 설립되었습니다
0,지금 퇴출 수속을 하겠습니다. 계산서를 주십시오
0,당연하죠
0,상담을 시작하기 전에
0,정말 가셔야 합니까
0,로스엔젤레스행 승차권은 얼마입니까
0,호텔 앞에 내려 주시겠습니까
0,지금 화장실에 가도 될까요
0,채널 6에서 야구 중계를 하고 있습니다
0,당신의 방문과 상담이 결실을 보게 되어서 감사합니다
0,이사회는 격주2주일마다로 열립니다
0,어떤 조건하에서
0,수출과 과장인 미스터 조지 브라운과 통화하고 싶습니다
0,안녕하십니까? 어디로 모실까요
0,제 탑승권 예약을 확인하고 싶습니다
0,등이 아픕니다
0,최후 결정을 내리기 전에 신제품에 대한 잠재 수요를 확인해 보기 위하여 좀더 시장 조사를 해 봐야 한다고 생각합니다
0,우리의 결론은 --입니다
0,한국에서 가보고 싶은 곳이 있습니까
0,좀 더 재미있는 화제로 바꾸죠
0,그건 무리예요
0,건강이 회복되면 다시 전화드리겠습니다
0,직원
0,좋아요. 저와 오전 9시 30분으로 약속을 하시겠습니까
0,무언가를 수집하십니까
0,주 publicity: 선전  광고  정보  기사  public relations =P.R.: 홍보
0,초안의 제 2항의 A 조항을 그 대안인 C 조항으로 바꾸고 싶습니다
0,어디에서 만날까요
0,지하철을 타고 가는 것외에 다른 방법은 없습니까
0,이 재킷은 제게 맞지 않습니다
0,우리의 주요 관심사는 --입니다
0,변동하는 환율을 생각할 때  지불 수단은 현지 통화에서 달러로 전환하려고 합니다
0,운동을 하십니까
0,어서 들어오십시오
0,파커씨  이분은 미스터 최입니다
0,잘 먹었습니다  감사합니다
0,아프리카 시장에 관해 제안이 있습니다
0,정거장까지 걸어서 10분입니다
0,잘 먹었습니다
0,화요일이나 목요일 2시 이후로 약속할 수 있습니다
0,그 항의 표현을 약간 변경하는 것이 어떻습니까
0,이입니다. 체크아웃을 하려고 합니다
0,여기에서 세워 주세요
0,--을 대신할 다른 의견이 있습니다
0,지금 주문해도 될까요
0,이것을 먹을 수 있을까요
0,경영진은 한국인 중역 3명과 사장을 포함한 미국인 중역 5명으로 구성될 것입니다
0,단가를 20달러로 인하시켜 주시기를 바랍니다
0,첫째는  자사에서 부품을 생산하는 것보다 더 싼 비용으로 하청 업자들로부터 우리가 필요로 하는 부품을 얻을 수 있습니다
0,비용을 각자 부담합시다
0,네  미스터 베이커. 방문하실 거라는 연락을 받았습니다
0,파리행 마지막 기차비행기는 몇 시에 떠납니까
0,우체국이 어디에 있는지 말해 주시겠습니까
0,그것들을 따로따로 싸 드릴까요
0,--에게 안부 전해 주세요
0,저를 주목해 주시겠습니까
0,어제 이곳에서 산 이 재킷을 바꾸고 싶습니다
0,다시 전화하겠습니다
0,숙박료는 얼마입니까
0,--의 번호를 알고 싶습니다
0,그것은 당신에게 달렸습니다
0,내가 말하는 의미를 알겠어요
0,이 회사는 전자 기구 수출에 25년간의 경력을 갖고 있습니다
0,또 만나요
0,좀더 돌아보겠습니다
0,제 아내가 감기에 걸렸는데  베이커 선생님이 누워서 쉴 것을 권했습니다
0,그 회사는 좋은 애프터 서비스와 보장으로 잘 알려져 있습니다
0,얼마를 드려야 합니까
0,--을 제외하고
0,들어오세요
0,약속을 하고 싶습니다
0,한국에 전화를 걸려고 합니다
0,좀 더 시간이 필요합니다
0,이 계약은 1995년 12월 31일까지 유효합니다
0,김진호라는 사람이 두 명 있는데요. 그의 부서를 말씀해 주시겠습니까
0,당신이 훌륭한 수집품을 소장하신다고 들었습니다
0,서울에서 천안까지는 거의 3시간이 걸립니다
0,레몬 한 조각을 넣은 차를 주십시오
0,죄송합니다. 그러나 그 문제는 처리됐습니다. 다음 출하는 예정대로 이행하겠습니다
0,당신을 기다리고 있었습니다
0,배달료는 얼마입니까
0,전화를 수출과로 연결해 드리겠습니다
0,두통이 납니다
0,--을 인정합니다
0,이제는 그 물건을 취급하지 않습니다
0,여기 오신 것을 환영합니다. 미스터 베이커  여기가 VTR 생산 공장입니다
0,걸린 시간과 요금을 가르쳐 주십시오
0,앉으시겠습니까
0,미안합니다. 그는 지금 회의중입니다
0,됐어요  계약서 초안을 작성하는데 에 서로 만족할 만한 결론에 도달했습니다
0,아니오  전혀 그렇지 않습니다
0,4인용 테이블 예약을 원합니다
0,또 다시 뵙길 빕니다
0,좋은 주말 보내세요
0,그 책을 읽는 데 두 시간 걸렸다
0,200달러를 예치하셨으므로  합계 600달러입니다
0,오늘 온도가 어떻게 됩니까
0,어떤 종류를 찾고 계십니까 선생님/부인
0,제 생각으로는 받아들이기 어려운 항목들이 있습니다
0,some  about: 수사앞에서 약  --쯤
0,참 안됐군요
0,쌀은 한국 국민에게 있어 가장 중요한 농산품입니다
0,죄송하지만  오늘밤엔 약속이 있는데요
0,확실히 모르겠어요
0,전혀 그런 의도가 아니었어요. 만약 당신을 괴롭혀드렸다면  사과드립니다
0,우리는 주로 --을 생산합니다
0,와 주셔서 감사합니다
0,그의 설명에 대해 어떻게 생각하십니까
0,이유를 설명해 줄 수 있습니까
0,잘 이해할 수 없는데요
0,후에 다시 전화하겠습니다
0,몇 시로 생각하고 계십니까
0,올 5월 1일에서 6월 30일까지의 기간이 어떻습니까
0,안녕하세요  미스터 베이커. 저를 우리를 초대해 주셔서 감사합니다
0,나와 점심하러 나갈까요
0,전부 얼마입니까
0,제 전화 번호는 732-4775입니다
0,소금 좀 건네 주시겠어요
0,--에 대해 어떻게 생각합니까
0,통화중입니다
0,언제 여기에 오실 계획입니까
0,어머나  놀라워
0,--에 대해 좀더 설명해 주시겠습니까
0,급하신가요? 언제까지 그것을 끝내 드려야 하나요
1,배송중인 상품의 위치는 어떻게 확인하나요?
1,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
0,네  저도 좋습니다
1,상품을 직접 방문하여 수령할 수는 없나요?
0,구좌를 개설하다
0,그것을 선물용으로 포장할 수 있습니까
1,회수된 상품의 반송장번호를 분실했을 경우 확인이 가능한 다른 방법은 없나요?
0,이건 제가 좋아하는 요리랍니다
0,술은 어떤 종류가 있습니까
0,그날은 약속이 없습니다
0,구내 123번 부탁합니다
1,롯데닷컴 배송흐름은 어떻게 되나요?
0,당신이 말하는 것에 반대합니다
0,15센트짜리 우표 4장과 항공엽서 10매를 주십시오
0,온도에 비해 습도가 낮기 때문에 캘리포니아가 더 좋게 느껴지는 것 같아요
1,주문한 상품은 언제쯤 받을 수 있나요?
0,괜찮아요
0,여기는 732-4775입니다. 몇 번에 전화하셨습니까
0,이것들은 100p 실크입니다
0,저희들의 주요한 관심사는 당신이 저희 회사에서 비디오와 함께 카메라를 구입하는 데에 관심을 갖고 계신가 하는 것입니다
0,안녕히. 내일 사무실에서 봅시다
0,저녁을 사겠습니다
0,그 그녀는 지금 자리에 없습니다
0,우리는 --에 회의가 있습니다
1,배송이 지연되는 사유가 무엇인가요?
0,여기에 새 공장을 건설하는 데 드는 예상액은 2천만 달러 정도입니다
0,당신의 명함을 주시겠습니까
0,그러면  다음 건으로 옮겨 봅시다
0,--할 위치에 있지 않습니다
0,알았어요  20분 후에 다시 전화하겠습니다. 고마와요
0,말씀드릴 매우 중요한 용무가 있습니다
0,무슨 뜻이죠
0,시간이 어떠세요
0,경영진이 이 문제에 대해 결정하는데 1주 정도 걸릴 것입니다
0,감사합니다
0,저를 병원에 데려다 주십시오
1,주문한 상품은 언제쯤 받을 수 있나요?
0,그것이 당신에게 좋겠습니까
0,--할 시간이 약간 더 필요합니다
0,피아노를 조금 칠 수 있어요
0,이것은 맛있습니다
0,우리의 주된 관심사는 가격 문제입니다
0,--에서 일하다
0,미국에서는 그 비율이 2명에 1대 꼴입니다
1,이메일 인증을 통해 가입 후 다른 이메일로 변경은 어떻게 진행 해야 하나요?
0,비서실엔 2명의 미스 김이 있으니  이름을 말해 주시겠습니까
0,업무에 필요한 모든 용품은 총무과에서 얻을 수 있습니다
0,한 가지 조건부로 그의 의견에 동의합니다
0,판소리가 무언지 아십니까
0,당신이 당하는 고통을 이해합니다
0,다시 전화하겠습니다
0,예를 들면  회사에서는 수출한 제품에 대해  1년간의 무료 수리를 행하고 있습니다
0,다음 기회에 오실 수 있기를 바랍니다
0,선적 시기에는 동의하지만 지불 조건에는 동의할 수 없습니다
0,미스터 김  우리의 지배인 존슨씨를 소개하겠습니다
0,사업이 어떻습니까
0,아니요  당신의 의견에 동의하지 않습니다
0,지하철 역으로 가는 길을 가르쳐 주시겠습니까
0,--에 대해 불평하다
1,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,실손의료보험에서 비례분담이란 무엇인가요?
0,처리하다  다루다
1,[요금규정][증빙서류] 학생 요금은 어떻게 적용 받나요?
0,--의 대안으로
1,배송이 지연되는 사유가 무엇인가요?
1,롯데닷컴 배송흐름은 어떻게 되나요?
1,호텔비용 외에 현지에서 부과되는  추가 비용이 있나요?
1,휴일에도 상품을 받을수 있나요?
0,기다려 주셔서 감사합니다. 그분은 곧 이리 오실 겁니다
0,빈혈이 있습니다
1,결제를 했는데 현지에서 또 지불 할 게 있나요?
1,휴일에도 상품을 받을수 있나요?
0,미안합니다. 그는 지금 회의중입니다
1,인터파크 우수고객 혜택에 대해 알려주세요.
0,배가 고프군요
0,몇 시에 체크아웃할 겁니까
0,잘못된 일이 있습니까
0,순이익은 3 000달러입니다
0,곧 돌아오겠습니다
1,항공 업그레이드 또는 호텔 업그레이드가 가능한가요?
1,주문한 상품은 언제쯤 받을 수 있나요?
1,지금 해지(해약)하면 환급금이 얼마나 나오나요?
1,예정보다 빨리 돌아오게 됐는데 남은 기간의 호텔료 환불이 가능한가요?
0,--에 주목주의하십시오
0,* 상사  직원을 소개하다
0,다도가 무엇인지 아십니까
0,좋은 주말 보내세요
1,상품을 직접 방문하여 수령할 수는 없나요?
0,나이트캡 자기 전에 마시는 술을 위해 꼭 한 군데만 더 가시지 않겠습니까
0,조심하세요
1,windows7의 window live mail을 이용하는데 첨부파일이 열리지 않습니다.(기존에 window XP 에서 outlook express를 사용)
0,당신의 제안은 이해하지만  그것은 까다로운 문제입니다
1,하나투어마일리지로 국내선항공권을 구입방법
1,거래내역조회시 '분배금지급' 이라고 조회되는 것은 무엇인가요?
